Date,State,Population,DiabetesRate,ObesityRate,InactivityRate,HypertensionRate
1978/01/01,NewHampshire,1294821,8.7,25.14,18.48,27.63
1977/01/01,NewHampshire,1284166,8.63,24.94,18.33,27.4
1976/01/01,NewHampshire,1283882,8.63,24.93,18.32,27.39
1975/01/01,NewHampshire,1296061,8.71,25.17,18.5,27.65
1974/01/01,NewHampshire,1292910,8.69,25.11,18.45,27.59
1973/01/01,NewHampshire,1284995,8.64,24.95,18.34,27.42
1972/01/01,NewHampshire,1296817,8.72,25.18,18.51,27.67
1971/01/01,NewHampshire,1290522,8.67,25.06,18.42,27.54
2016/01/01,NewJersey,8944469,9.2,27.4,29.8,30.9
2015/01/01,NewJersey,8935421,9.13,27.2,29.59,30.68
2014/01/01,NewJersey,8925001,9.06,27,29.38,30.46
2013/01/01,NewJersey,8899162,8.99,26.81,29.17,30.24
2012/01/01,NewJersey,8873211,8.93,26.62,28.96,30.02
2011/01/01,NewJersey,8841243,8.87,26.43,28.75,29.8
2010/01/01,NewJersey,8803729,8.81,26.24,28.54,29.59
2009/01/01,NewJersey,8862224,8.75,26.05,28.33,29.38
2008/01/01,NewJersey,8876254,8.93,26.62,28.96,30.02
2007/01/01,NewJersey,8811043,8.85,26.37,28.68,29.74
2006/01/01,NewJersey,8882508,8.91,26.54,28.87,29.93
2005/01/01,NewJersey,8877465,8.89,26.49,28.82,29.88
2004/01/01,NewJersey,8781603,8.79,26.19,28.48,29.53
2003/01/01,NewJersey,8766960,8.77,26.13,28.42,29.47
2002/01/01,NewJersey,8822726,8.83,26.3,28.61,29.66
2001/01/01,NewJersey,8833872,8.86,26.39,28.7,29.76
2000/01/01,NewJersey,8826933,9,26,29,30
1999/01/01,NewJersey,8765646,8.8,26.11,28.5,29.54
1998/01/01,NewJersey,8734090,8.77,26,28.4,29.43
1997/01/01,NewJersey,8823664,8.86,26.26,28.7,29.74
1996/01/01,NewJersey,8821779,8.87,26.25,28.7,29.74
1995/01/01,NewJersey,8794417,8.85,26.16,28.63,29.66
1994/01/01,NewJersey,8786857,8.85,26.13,28.62,29.65
1993/01/01,NewJersey,8794220,8.86,26.13,28.65,29.68
1992/01/01,NewJersey,8764059,9,26,29,30
1991/01/01,NewJersey,8766470,8.84,26.07,28.6,29.63
1990/01/01,NewJersey,8716567,8.8,25.92,28.45,29.47
1989/01/01,NewJersey,8759334,8.85,26.04,28.6,29.63
1988/01/01,NewJersey,8746924,8.84,26,28.58,29.6
1987/01/01,NewJersey,8716499,8.82,25.91,28.49,29.51
1986/01/01,NewJersey,8777391,8.88,26.09,28.71,29.73
1985/01/01,NewJersey,8746981,8.86,26,28.62,29.64
1984/01/01,NewJersey,8682438,8.78,25.81,28.37,29.38
1983/01/01,NewJersey,8721186,8.82,25.93,28.5,29.52
1982/01/01,NewJersey,8695637,8.8,25.85,28.42,29.44
1981/01/01,NewJersey,8673489,8.77,25.78,28.35,29.37
1980/01/01,NewJersey,8713617,8.82,25.9,28.49,29.5
1979/01/01,NewJersey,8745454,8.85,26,28.59,29.61
1978/01/01,NewJersey,8685124,8.79,25.82,28.39,29.41
1977/01/01,NewJersey,8613656,8.71,25.61,28.15,29.16
1976/01/01,NewJersey,8611754,8.71,25.6,28.15,29.16
1975/01/01,NewJersey,8693448,8.8,25.84,28.42,29.43
1974/01/01,NewJersey,8672311,8.77,25.78,28.35,29.36
1973/01/01,NewJersey,8619216,8.72,25.62,28.18,29.18
1972/01/01,NewJersey,8698513,8.8,25.86,28.43,29.45
1971/01/01,NewJersey,8656289,8.76,25.73,28.3,29.31
2016/01/01,NewMexico,2081015,11.6,28.3,20.3,30
2015/01/01,NewMexico,2080328,11.52,28.1,20.15,29.78
2014/01/01,NewMexico,2083024,11.44,27.9,20,29.57
2013/01/01,NewMexico,2085193,11.36,27.7,19.86,29.36
2012/01/01,NewMexico,2083784,11.28,27.5,19.72,29.15
2011/01/01,NewMexico,2077756,11.2,27.3,19.58,28.94
2010/01/01,NewMexico,2064756,11.12,27.1,19.44,28.73
2009/01/01,NewMexico,2073170,11.04,26.9,19.3,28.52
2008/01/01,NewMexico,2078079,11.28,27.5,19.72,29.15
2007/01/01,NewMexico,2064459,11.17,27.24,19.53,28.87
2006/01/01,NewMexico,2082370,11.25,27.41,19.66,29.06
2005/01/01,NewMexico,2081343,11.23,27.36,19.62,29.01
2004/01/01,NewMexico,2058380,11.1,27.05,19.4,28.67
2003/01/01,NewMexico,2054184,11.08,26.99,19.36,28.61
2002/01/01,NewMexico,2066971,11.15,27.16,19.48,28.8
2001/01/01,NewMexico,2070019,11.18,27.25,19.54,28.89
2000/01/01,NewMexico,2068660,11,27,20,29
1999/01/01,NewMexico,2054365,11.06,26.98,19.44,28.66
1998/01/01,NewMexico,2046882,11.02,26.88,19.38,28.56
1997/01/01,NewMexico,2067751,11.13,27.15,19.59,28.85
1996/01/01,NewMexico,2067239,11.12,27.14,19.6,28.85
1995/01/01,NewMexico,2060857,11.08,27.05,19.55,28.77
1994/01/01,NewMexico,2059160,11.07,27.02,19.56,28.75
1993/01/01,NewMexico,2060908,11.07,27.03,19.59,28.78
1992/01/01,NewMexico,2053828,11,27,19,29
1991/01/01,NewMexico,2054369,11.04,26.97,19.42,28.72
1990/01/01,NewMexico,2042660,10.98,26.82,19.3,28.57
1989/01/01,NewMexico,2052683,11.03,26.95,19.39,28.72
1988/01/01,NewMexico,2049786,11.01,26.91,19.35,28.69
1987/01/01,NewMexico,2042665,10.97,26.82,19.27,28.6
1986/01/01,NewMexico,2056933,11.05,27.01,19.39,28.81
1985/01/01,NewMexico,2049803,11.01,26.92,19.3,28.72
1984/01/01,NewMexico,2034674,10.93,26.72,19.2,28.48
1983/01/01,NewMexico,2043754,10.98,26.84,19.28,28.61
1982/01/01,NewMexico,2037768,10.95,26.76,19.22,28.53
1981/01/01,NewMexico,2032580,10.92,26.69,19.17,28.46
1980/01/01,NewMexico,2041984,10.97,26.81,19.26,28.59
1979/01/01,NewMexico,2049444,11.01,26.91,19.33,28.7
1978/01/01,NewMexico,2035305,10.93,26.73,19.19,28.5
1977/01/01,NewMexico,2018557,10.84,26.51,19.04,28.26
1976/01/01,NewMexico,2018111,10.84,26.5,19.03,28.26
1975/01/01,NewMexico,2037256,10.94,26.75,19.21,28.53
1974/01/01,NewMexico,2032303,10.92,26.69,19.17,28.46
1973/01/01,NewMexico,2019860,10.85,26.52,19.05,28.28
1972/01/01,NewMexico,2038443,10.95,26.77,19.22,28.54
1971/01/01,NewMexico,2028548,10.9,26.64,19.13,28.4
2016/01/01,NewYork,19745289,10.5,25.5,26.3,29.3
2015/01/01,NewYork,19747183,10.42,25.32,26.11,29.09
2014/01/01,NewYork,19718515,10.34,25.14,25.92,28.88
2013/01/01,NewYork,19673546,10.27,24.96,25.73,28.67
2012/01/01,NewYork,19602769,10.2,24.78,25.54,28.46
2011/01/01,NewYork,19519529,10.13,24.6,25.36,28.26
2010/01/01,NewYork,19402640,10.06,24.42,25.18,28.06
2009/01/01,NewYork,19571035,9.99,24.24,25,27.86
2008/01/01,NewYork,19603070,10.2,24.78,25.55,28.47
2007/01/01,NewYork,19457145,10.1,24.54,25.3,28.2
2006/01/01,NewYork,19613565,10.17,24.7,25.47,28.38
2005/01/01,NewYork,19599106,10.15,24.66,25.42,28.33
2004/01/01,NewYork,19385616,10.04,24.37,25.13,28
2003/01/01,NewYork,19352972,10.02,24.32,25.08,27.95
2002/01/01,NewYork,19480568,10.08,24.48,25.24,28.12
2001/01/01,NewYork,19504713,10.11,24.56,25.32,28.22
2000/01/01,NewYork,19488709,10,25,25,28
1999/01/01,NewYork,19352896,10.01,24.41,25.06,27.95
1998/01/01,NewYork,19282850,9.97,24.33,24.96,27.84
1997/01/01,NewYork,19480650,10.07,24.59,25.21,28.12
1996/01/01,NewYork,19476799,10.07,24.6,25.2,28.11
1995/01/01,NewYork,19416787,10.03,24.54,25.11,28.02
1994/01/01,NewYork,19399914,10.02,24.54,25.09,28
1993/01/01,NewYork,19416028,10.03,24.58,25.09,28.01
1992/01/01,NewYork,19349373,10,24,25,28
1991/01/01,NewYork,19354692,10,24.39,25.03,27.94
1990/01/01,NewYork,19244566,9.94,24.25,24.89,27.78
1989/01/01,NewYork,19339040,9.99,24.36,25.01,27.92
1988/01/01,NewYork,19311657,9.98,24.32,24.97,27.88
1987/01/01,NewYork,19244444,9.94,24.22,24.88,27.79
1986/01/01,NewYork,19378865,10.01,24.37,25.05,27.98
1985/01/01,NewYork,19311724,9.98,24.27,24.97,27.89
1984/01/01,NewYork,19169231,9.9,24.13,24.79,27.68
1983/01/01,NewYork,19254790,9.95,24.24,24.9,27.8
1982/01/01,NewYork,19198387,9.92,24.16,24.82,27.72
1981/01/01,NewYork,19149485,9.89,24.1,24.76,27.65
1980/01/01,NewYork,19238073,9.94,24.21,24.87,27.78
1979/01/01,NewYork,19308362,9.98,24.29,24.96,27.88
1978/01/01,NewYork,19175166,9.91,24.13,24.79,27.69
1977/01/01,NewYork,19017380,9.83,23.93,24.59,27.46
1976/01/01,NewYork,19013181,9.82,23.93,24.58,27.45
1975/01/01,NewYork,19193546,9.92,24.15,24.81,27.71
1974/01/01,NewYork,19146878,9.89,24.09,24.75,27.65
1973/01/01,NewYork,19029654,9.83,23.95,24.6,27.48
1972/01/01,NewYork,19204727,9.92,24.17,24.83,27.73
1971/01/01,NewYork,19111505,9.87,24.05,24.71,27.6
2016/01/01,NorthCarolina,10146788,11.3,31.8,23.3,35.2
2015/01/01,NorthCarolina,10035186,11.22,31.57,23.13,34.95
2014/01/01,NorthCarolina,9934399,11.14,31.34,22.96,34.7
2013/01/01,NorthCarolina,9841590,11.06,31.11,22.79,34.45
2012/01/01,NorthCarolina,9746175,10.98,30.89,22.63,34.2
2011/01/01,NorthCarolina,9650963,10.9,30.67,22.47,33.95
2010/01/01,NorthCarolina,9558915,10.82,30.45,22.31,33.71
2009/01/01,NorthCarolina,9815325,10.74,30.23,22.15,33.47
2008/01/01,NorthCarolina,9796528,10.98,30.89,22.63,34.2
2007/01/01,NorthCarolina,9699951,10.87,30.6,22.42,33.88
2006/01/01,NorthCarolina,9763003,10.94,30.8,22.56,34.1
2005/01/01,NorthCarolina,9748822,10.92,30.74,22.52,34.04
2004/01/01,NorthCarolina,9643264,10.8,30.39,22.26,33.64
2003/01/01,NorthCarolina,9635370,10.77,30.33,22.22,33.58
2002/01/01,NorthCarolina,9713328,10.84,30.52,22.36,33.79
2001/01/01,NorthCarolina,9717238,10.88,30.62,22.43,33.9
2000/01/01,NorthCarolina,9704937,11,31,22,34
1999/01/01,NorthCarolina,9635783,10.8,30.41,22.18,33.63
1998/01/01,NorthCarolina,9601270,10.76,30.31,22.09,33.5
1997/01/01,NorthCarolina,9701181,10.88,30.63,22.3,33.85
1996/01/01,NorthCarolina,9700780,10.88,30.63,22.29,33.85
1995/01/01,NorthCarolina,9671424,10.85,30.55,22.21,33.75
1994/01/01,NorthCarolina,9661573,10.85,30.55,22.18,33.73
1993/01/01,NorthCarolina,9669102,10.86,30.59,22.18,33.76
1992/01/01,NorthCarolina,9635960,11,30,22,34
1991/01/01,NorthCarolina,9638884,10.84,30.39,22.12,33.69
1990/01/01,NorthCarolina,9584300,10.79,30.21,21.99,33.51
1989/01/01,NorthCarolina,9631449,10.84,30.35,22.09,33.68
1988/01/01,NorthCarolina,9617709,10.83,30.3,22.05,33.65
1987/01/01,NorthCarolina,9584042,10.8,30.18,21.97,33.54
1986/01/01,NorthCarolina,9650971,10.88,30.38,22.12,33.79
1985/01/01,NorthCarolina,9617587,10.85,30.25,22.04,33.68
1984/01/01,NorthCarolina,9546677,10.75,30.07,21.89,33.4
1983/01/01,NorthCarolina,9589309,10.8,30.2,21.99,33.55
1982/01/01,NorthCarolina,9561207,10.77,30.11,21.92,33.46
1981/01/01,NorthCarolina,9536826,10.75,30.03,21.86,33.38
1980/01/01,NorthCarolina,9580928,10.8,30.17,21.96,33.53
1979/01/01,NorthCarolina,9615941,10.84,30.28,22.04,33.66
1978/01/01,NorthCarolina,9549619,10.76,30.07,21.89,33.42
1977/01/01,NorthCarolina,9471044,10.67,29.83,21.71,33.14
1976/01/01,NorthCarolina,9468951,10.67,29.82,21.71,33.14
1975/01/01,NorthCarolina,9558772,10.77,30.1,21.91,33.45
1974/01/01,NorthCarolina,9535527,10.75,30.03,21.86,33.37
1973/01/01,NorthCarolina,9477147,10.68,29.84,21.72,33.17
1972/01/01,NorthCarolina,9564340,10.78,30.12,21.92,33.47
1971/01/01,NorthCarolina,9517914,10.73,29.97,21.82,33.31
2016/01/01,NorthDakota,757952,8.6,31.9,22.2,30.4
2015/01/01,NorthDakota,756835,8.54,31.67,22.04,30.18
2014/01/01,NorthDakota,739904,8.48,31.44,21.88,29.96
2013/01/01,NorthDakota,724019,8.42,31.21,21.72,29.74
2012/01/01,NorthDakota,702087,8.36,30.99,21.56,29.53
2011/01/01,NorthDakota,685476,8.3,30.77,21.4,29.32
2010/01/01,NorthDakota,674526,8.24,30.55,21.25,29.11
2009/01/01,NorthDakota,717954,8.18,30.33,21.1,28.9
2008/01/01,NorthDakota,714329,8.36,30.99,21.56,29.53
2007/01/01,NorthDakota,703724,8.28,30.7,21.36,29.25
2006/01/01,NorthDakota,705550,8.33,30.9,21.49,29.44
2005/01/01,NorthDakota,702692,8.32,30.84,21.45,29.39
2004/01/01,NorthDakota,695143,8.22,30.49,21.21,29.05
2003/01/01,NorthDakota,696021,8.21,30.42,21.16,28.99
2002/01/01,NorthDakota,703931,8.26,30.62,21.3,29.17
2001/01/01,NorthDakota,703267,8.29,30.72,21.37,29.27
2000/01/01,NorthDakota,701616,8,31,21,29
1999/01/01,NorthDakota,696266,8.18,30.5,21.13,28.98
1998/01/01,NorthDakota,693759,8.14,30.39,21.05,28.87
1997/01/01,NorthDakota,701226,8.22,30.71,21.25,29.16
1996/01/01,NorthDakota,701469,8.21,30.71,21.24,29.15
1995/01/01,NorthDakota,699449,8.18,30.63,21.17,29.05
1994/01/01,NorthDakota,698529,8.16,30.62,21.14,29.02
1993/01/01,NorthDakota,698972,8.16,30.65,21.14,29.04
1992/01/01,NorthDakota,696568,8,31,21,29
1991/01/01,NorthDakota,696821,8.13,30.6,21.09,28.97
1990/01/01,NorthDakota,692924,8.08,30.44,20.96,28.8
1989/01/01,NorthDakota,696353,8.11,30.6,21.06,28.94
1988/01/01,NorthDakota,695345,8.1,30.57,21.03,28.9
1987/01/01,NorthDakota,692880,8.06,30.48,20.95,28.8
1986/01/01,NorthDakota,697712,8.11,30.71,21.09,29.01
1985/01/01,NorthDakota,695306,8.08,30.62,21.02,28.91
1984/01/01,NorthDakota,690189,8.04,30.35,20.87,28.69
1983/01/01,NorthDakota,693276,8.07,30.49,20.96,28.82
1982/01/01,NorthDakota,691243,8.04,30.41,20.9,28.73
1981/01/01,NorthDakota,689476,8.02,30.33,20.85,28.66
1980/01/01,NorthDakota,692661,8.06,30.48,20.94,28.79
1979/01/01,NorthDakota,695193,8.09,30.59,21.02,28.9
1978/01/01,NorthDakota,690400,8.03,30.38,20.87,28.7
1977/01/01,NorthDakota,684721,7.97,30.12,20.7,28.46
1976/01/01,NorthDakota,684569,7.97,30.12,20.7,28.46
1975/01/01,NorthDakota,691062,8.04,30.4,20.89,28.73
1974/01/01,NorthDakota,689381,8.02,30.33,20.84,28.66
1973/01/01,NorthDakota,685160,7.97,30.15,20.71,28.48
1972/01/01,NorthDakota,691464,8.05,30.42,20.9,28.74
1971/01/01,NorthDakota,688108,8.01,30.27,20.8,28.6
2016/01/01,Ohio,11614373,11.1,31.5,25.9,34.3
2015/01/01,Ohio,11605090,11.02,31.27,25.71,34.05
2014/01/01,Ohio,11594408,10.94,31.04,25.52,33.8
2013/01/01,Ohio,11570022,10.86,30.82,25.34,33.56
2012/01/01,Ohio,11550839,10.78,30.6,25.16,33.32
2011/01/01,Ohio,11544824,10.7,30.38,24.98,33.08
2010/01/01,Ohio,11540983,10.62,30.16,24.8,32.84
2009/01/01,Ohio,11539640,10.54,29.94,24.62,32.6
2008/01/01,Ohio,11562530,10.78,30.6,25.16,33.32
2007/01/01,Ohio,11482482,10.68,30.31,24.92,33
2006/01/01,Ohio,11580859,10.74,30.5,25.08,33.22
2005/01/01,Ohio,11578949,10.72,30.45,25.04,33.16
2004/01/01,Ohio,11457113,10.6,30.1,24.75,32.77
2003/01/01,Ohio,11436606,10.58,30.04,24.7,32.71
2002/01/01,Ohio,11501308,10.65,30.23,24.86,32.92
2001/01/01,Ohio,11517718,10.68,30.33,24.94,33.02
2000/01/01,Ohio,11510164,11,30,25,33
1999/01/01,Ohio,11431234,10.64,30.02,24.74,32.74
1998/01/01,Ohio,11390475,10.6,29.9,24.65,32.62
1997/01/01,Ohio,11507078,10.72,30.2,24.9,32.95
1996/01/01,Ohio,11503920,10.73,30.19,24.9,32.95
1995/01/01,Ohio,11467643,10.71,30.09,24.83,32.85
1994/01/01,Ohio,11458249,10.71,30.06,24.81,32.83
1993/01/01,Ohio,11468113,10.73,30.07,24.84,32.85
1992/01/01,Ohio,11428868,11,30,25,33
1991/01/01,Ohio,11431969,10.72,30,24.79,32.78
1990/01/01,Ohio,11366790,10.67,29.83,24.65,32.6
1989/01/01,Ohio,11422470,10.73,29.97,24.78,32.77
1988/01/01,Ohio,11406285,10.73,29.93,24.75,32.73
1987/01/01,Ohio,11366691,10.7,29.82,24.67,32.62
1986/01/01,Ohio,11446124,10.79,30.03,24.85,32.86
1985/01/01,Ohio,11406462,10.76,29.93,24.78,32.76
1984/01/01,Ohio,11322275,10.65,29.71,24.57,32.49
1983/01/01,Ohio,11372788,10.7,29.84,24.68,32.64
1982/01/01,Ohio,11339468,10.67,29.75,24.61,32.55
1981/01/01,Ohio,11310595,10.65,29.68,24.55,32.47
1980/01/01,Ohio,11362933,10.7,29.81,24.67,32.62
1979/01/01,Ohio,11404450,10.74,29.92,24.76,32.74
1978/01/01,Ohio,11325773,10.66,29.72,24.59,32.51
1977/01/01,Ohio,11232573,10.57,29.47,24.38,32.24
1976/01/01,Ohio,11230091,10.57,29.46,24.38,32.24
1975/01/01,Ohio,11336625,10.67,29.74,24.61,32.54
1974/01/01,Ohio,11309063,10.65,29.67,24.55,32.46
1973/01/01,Ohio,11239825,10.58,29.49,24.4,32.26
1972/01/01,Ohio,11343232,10.68,29.76,24.62,32.56
1971/01/01,Ohio,11288169,10.63,29.62,24.5,32.4
2016/01/01,Oklahoma,3923561,12,32.8,28.5,36.2
2015/01/01,Oklahoma,3907414,11.91,32.56,28.29,35.94
2014/01/01,Oklahoma,3877499,11.82,32.33,28.09,35.68
2013/01/01,Oklahoma,3852415,11.73,32.1,27.89,35.42
2012/01/01,Oklahoma,3817054,11.65,31.87,27.69,35.16
2011/01/01,Oklahoma,3786274,11.57,31.64,27.49,34.91
2010/01/01,Oklahoma,3759603,11.49,31.41,27.29,34.66
2009/01/01,Oklahoma,3834721,11.41,31.18,27.09,34.41
2008/01/01,Oklahoma,3833185,11.65,31.87,27.69,35.17
2007/01/01,Oklahoma,3798115,11.54,31.56,27.42,34.83
2006/01/01,Oklahoma,3824583,11.62,31.77,27.6,35.06
2005/01/01,Oklahoma,3819452,11.6,31.71,27.55,34.99
2004/01/01,Oklahoma,3778288,11.46,31.35,27.23,34.59
2003/01/01,Oklahoma,3774491,11.44,31.28,27.18,34.52
2002/01/01,Oklahoma,3802882,11.51,31.48,27.35,34.74
2001/01/01,Oklahoma,3805569,11.55,31.58,27.44,34.85
2000/01/01,Oklahoma,3801243,12,32,27,35
1999/01/01,Oklahoma,3774323,11.52,31.37,27.14,34.58
1998/01/01,Oklahoma,3760744,11.48,31.26,27.03,34.45
1997/01/01,Oklahoma,3799747,11.61,31.59,27.3,34.81
1996/01/01,Oklahoma,3799415,11.62,31.6,27.28,34.81
1995/01/01,Oklahoma,3787818,11.6,31.52,27.19,34.71
1994/01/01,Oklahoma,3784152,11.61,31.51,27.16,34.69
1993/01/01,Oklahoma,3787156,11.64,31.55,27.16,34.72
1992/01/01,Oklahoma,3774168,12,31,27,35
1991/01/01,Oklahoma,3775281,11.62,31.35,27.09,34.65
1990/01/01,Oklahoma,3753874,11.57,31.17,26.93,34.47
1989/01/01,Oklahoma,3772328,11.64,31.32,27.06,34.65
1988/01/01,Oklahoma,3766956,11.64,31.27,27.02,34.61
1987/01/01,Oklahoma,3753795,11.61,31.15,26.92,34.5
1986/01/01,Oklahoma,3780010,11.71,31.35,27.1,34.76
1985/01/01,Oklahoma,3766928,11.68,31.22,27.01,34.65
1984/01/01,Oklahoma,3739149,11.55,31.03,26.82,34.36
1983/01/01,Oklahoma,3755844,11.61,31.17,26.94,34.52
1982/01/01,Oklahoma,3744838,11.58,31.07,26.86,34.42
1981/01/01,Oklahoma,3735292,11.55,30.99,26.79,34.33
1980/01/01,Oklahoma,3752568,11.61,31.13,26.91,34.5
1979/01/01,Oklahoma,3766280,11.65,31.24,27.01,34.62
1978/01/01,Oklahoma,3740302,11.57,31.03,26.82,34.38
1977/01/01,Oklahoma,3709526,11.47,30.78,26.6,34.1
1976/01/01,Oklahoma,3708707,11.47,30.77,26.6,34.09
1975/01/01,Oklahoma,3743887,11.58,31.06,26.85,34.41
1974/01/01,Oklahoma,3734783,11.55,30.98,26.78,34.33
1973/01/01,Oklahoma,3711918,11.48,30.79,26.62,34.12
1972/01/01,Oklahoma,3746068,11.59,31.08,26.86,34.43
1971/01/01,Oklahoma,3727884,11.53,30.93,26.73,34.27
2016/01/01,Oregon,4093465,9.5,28.7,17.2,30.1
2015/01/01,Oregon,4024634,9.43,28.49,17.08,29.88
2014/01/01,Oregon,3968371,9.36,28.28,16.96,29.66
2013/01/01,Oregon,3925751,9.29,28.08,16.84,29.45
2012/01/01,Oregon,3899116,9.22,27.88,16.72,29.24
2011/01/01,Oregon,3868031,9.15,27.68,16.6,29.03
2010/01/01,Oregon,3838048,9.08,27.48,16.48,28.82
2009/01/01,Oregon,3933509,9.01,27.28,16.36,28.61
2008/01/01,Oregon,3922102,9.22,27.88,16.72,29.24
2007/01/01,Oregon,3882446,9.13,27.61,16.56,28.96
2006/01/01,Oregon,3908817,9.19,27.79,16.67,29.15
2005/01/01,Oregon,3905221,9.17,27.74,16.64,29.1
2004/01/01,Oregon,3863651,9.06,27.42,16.45,28.76
2003/01/01,Oregon,3860305,9.05,27.37,16.41,28.7
2002/01/01,Oregon,3890344,9.1,27.54,16.52,28.89
2001/01/01,Oregon,3891579,9.13,27.63,16.57,28.98
2000/01/01,Oregon,3886829,9,28,17,29
1999/01/01,Oregon,3859471,9.04,27.45,16.49,28.74
1998/01/01,Oregon,3845876,9,27.35,16.44,28.63
1997/01/01,Oregon,3885861,9.09,27.64,16.62,28.92
1996/01/01,Oregon,3885559,9.08,27.65,16.63,28.92
1995/01/01,Oregon,3873666,9.05,27.58,16.59,28.84
1994/01/01,Oregon,3869735,9.04,27.57,16.6,28.82
1993/01/01,Oregon,3872815,9.04,27.61,16.63,28.84
1992/01/01,Oregon,3859589,9,27,17,29
1991/01/01,Oregon,3860767,9.02,27.42,16.6,28.78
1990/01/01,Oregon,3838879,8.97,27.26,16.52,28.62
1989/01/01,Oregon,3857740,9.01,27.38,16.62,28.77
1988/01/01,Oregon,3852230,9,27.33,16.61,28.74
1987/01/01,Oregon,3838756,8.96,27.22,16.57,28.65
1986/01/01,Oregon,3865574,9.03,27.4,16.7,28.85
1985/01/01,Oregon,3852206,9,27.28,16.66,28.76
1984/01/01,Oregon,3823800,8.93,27.12,16.49,28.53
1983/01/01,Oregon,3840871,8.97,27.24,16.57,28.66
1982/01/01,Oregon,3829613,8.94,27.16,16.53,28.58
1981/01/01,Oregon,3819849,8.92,27.08,16.49,28.51
1980/01/01,Oregon,3837515,8.96,27.21,16.57,28.64
1979/01/01,Oregon,3851541,8.99,27.31,16.63,28.74
1978/01/01,Oregon,3824976,8.93,27.12,16.51,28.55
1977/01/01,Oregon,3793503,8.86,26.9,16.37,28.31
1976/01/01,Oregon,3792664,8.86,26.89,16.37,28.3
1975/01/01,Oregon,3828641,8.94,27.15,16.53,28.57
1974/01/01,Oregon,3819331,8.92,27.08,16.49,28.5
1973/01/01,Oregon,3795948,8.86,26.92,16.39,28.33
1972/01/01,Oregon,3830872,8.95,27.16,16.54,28.59
1971/01/01,Oregon,3812276,8.9,27.03,16.46,28.45
2016/01/01,Pennsylvania,12784227,11.3,30.3,22.9,32.5
2015/01/01,Pennsylvania,12791904,11.22,30.08,22.74,32.27
2014/01/01,Pennsylvania,12790565,11.14,29.86,22.58,32.04
2013/01/01,Pennsylvania,12781338,11.06,29.65,22.42,31.81
2012/01/01,Pennsylvania,12771854,10.98,29.44,22.26,31.58
2011/01/01,Pennsylvania,12744293,10.9,29.23,22.1,31.35
2010/01/01,Pennsylvania,12712343,10.82,29.02,21.94,31.12
2009/01/01,Pennsylvania,12729771,10.74,28.81,21.78,30.9
2008/01/01,Pennsylvania,12759019,10.98,29.44,22.26,31.58
2007/01/01,Pennsylvania,12672686,10.87,29.16,22.05,31.28
2006/01/01,Pennsylvania,12782069,10.94,29.35,22.19,31.48
2005/01/01,Pennsylvania,12778353,10.92,29.3,22.15,31.42
2004/01/01,Pennsylvania,12640420,10.8,28.96,21.9,31.06
2003/01/01,Pennsylvania,12616789,10.77,28.9,21.85,31
2002/01/01,Pennsylvania,12690963,10.84,29.08,21.99,31.2
2001/01/01,Pennsylvania,12709569,10.88,29.18,22.06,31.3
2000/01/01,Pennsylvania,12701232,11,29,22,31
1999/01/01,Pennsylvania,12613851,10.8,28.91,21.87,30.99
1998/01/01,Pennsylvania,12568435,10.76,28.79,21.78,30.87
1997/01/01,Pennsylvania,12696817,10.88,29.08,22,31.18
1996/01/01,Pennsylvania,12693513,10.88,29.08,22,31.17
1995/01/01,Pennsylvania,12653834,10.85,28.99,21.93,31.07
1994/01/01,Pennsylvania,12643471,10.85,28.96,21.92,31.04
1993/01/01,Pennsylvania,12654287,10.86,28.98,21.93,31.05
1992/01/01,Pennsylvania,12610906,11,29,22,31
1991/01/01,Pennsylvania,12614280,10.84,28.91,21.88,30.98
1990/01/01,Pennsylvania,12542368,10.79,28.75,21.76,30.8
1989/01/01,Pennsylvania,12603856,10.84,28.89,21.87,30.95
1988/01/01,Pennsylvania,12586028,10.83,28.85,21.84,30.91
1987/01/01,Pennsylvania,12542324,10.8,28.76,21.77,30.8
1986/01/01,Pennsylvania,12629957,10.88,28.96,21.93,31.02
1985/01/01,Pennsylvania,12586183,10.85,28.87,21.86,30.91
1984/01/01,Pennsylvania,12493288,10.75,28.64,21.68,30.68
1983/01/01,Pennsylvania,12549033,10.8,28.77,21.78,30.82
1982/01/01,Pennsylvania,12512273,10.77,28.69,21.72,30.73
1981/01/01,Pennsylvania,12480415,10.75,28.62,21.66,30.65
1980/01/01,Pennsylvania,12538162,10.8,28.75,21.76,30.79
1979/01/01,Pennsylvania,12583971,10.84,28.85,21.84,30.9
1978/01/01,Pennsylvania,12497156,10.76,28.66,21.69,30.69
1977/01/01,Pennsylvania,12394318,10.67,28.42,21.51,30.44
1976/01/01,Pennsylvania,12391580,10.67,28.41,21.51,30.43
1975/01/01,Pennsylvania,12509133,10.77,28.68,21.71,30.72
1974/01/01,Pennsylvania,12478720,10.75,28.61,21.66,30.64
1973/01/01,Pennsylvania,12402321,10.68,28.44,21.53,30.46
1972/01/01,Pennsylvania,12516422,10.78,28.7,21.72,30.74
1971/01/01,Pennsylvania,12455664,10.73,28.56,21.62,30.59
2016/01/01,RhodeIsland,1056426,9.8,26.6,24.4,32.4
2015/01/01,RhodeIsland,1055607,9.73,26.41,24.22,32.17
2014/01/01,RhodeIsland,1054480,9.66,26.22,24.05,31.94
