ID,Location,Batch,New_Alerts,Temperature,Flow,Conductivity,Ozone,Combo_Change,Plant
26,Ctrl RM 35,Carbon filter,"4,22","12,26,23,2,26,16,28,18,12,20,1,25,18,24,12,5,12,24,24,5","3.2491180055728184,6.733594277419615,4.73324281352805,4.906299331041518,7.461138797590975,2.1664819827326576,4.9727834869152865,6.011576613483485,0.8071840293798596,6.238741361645516,5.826866894536652,4.599016828997992,3.7836407362739557,5.365598139201757,6.708784671572503,1.8303060775436462,6.1960120677785016,2.9223596232640556,3.2153555151610638,2.1806415555626155","191,134,155,131,30,1,196,153,159,122,96,38,82,149,186,32,13,201,10,127","0.32869831901043656,0.6336448115529493,0.3358477202709764,0.6821578938746825,0.07196197591256351,0.3829805931309238,0.764103704271838,0.49642899918835615,0.7183016516966746,1.1949641054030509,1.074558983766474,1.2131851627957075,0.50837063617073,0.4380063339835033,0.77555419690907,1.1605255177477376,0.7410664416383952,0.3023227017838508,0.31028937310911714,1.0625883443048225","-1,0,-1,0,-1,-1,-1,0,-1,-1",Manila
27,Ctrl RM 15,Treated Water,"1,22","23,26,11,31,3,21,10,7,31,30,10,29,1,2,30,31,23,15,0,23","6.060183943037409,7.8354900600761175,1.1688772812159733,4.799860581078101,1.7655557946371847,0.8185525874537416,7.530970742448699,5.18551449991297,7.393166890528519,4.169622271787375,6.522054575982038,7.511509363353253,2.8717786724097096,7.646525063544978,4.496965647470206,3.5835057481680996,3.2643620556872337,0.7085581525182352,1.8233851835806854,1.5822278911364265","53,63,131,157,15,183,105,22,94,202,173,167,10,206,183,111,8,77,90,162","0.5144428483210505,1.1528736216481776,0.3606356767239049,1.141102341352962,0.174169045034796,0.40591205251403156,0.9545138265471905,0.27114872259553524,0.16482238399330526,0.31540551863145083,0.38490554729942233,0.5347301471978426,0.13673447303008288,0.7647963129216805,0.024198627611622215,1.264154316438362,0.14789889992680402,1.2093190792482347,1.2857502325205132,1.2158583720913156","1,1,-1,1,1,1,0,1,1,0",Manila
28,Ctrl RM 7,Batch Tank,"4,22","18,26,21,24,16,20,5,14,10,21,22,8,10,21,21,15,11,22,4,5","3.8561844519712034,0.7935958454268984,0.10628209640271961,3.108330962585751,6.331217254262883,0.3617340244003572,1.103798256139271,6.731735268379562,7.825323960580863,2.982103075464256,7.410933405640535,5.794431016528979,4.85138691890752,1.3004252187302336,0.44981609233655034,0.5172597717330791,7.615918185806367,6.447392214264255,7.6135432234709155,4.056354069875088","84,186,21,202,74,152,147,154,49,23,74,168,130,115,106,62,155,172,118,132","0.8274512936826796,1.1980006561148913,0.2360465236240998,1.003086077934131,0.07409355023410172,0.4639459563419223,0.32991009259130805,1.019928199541755,0.026602507545612754,1.17466514185071,0.5848813993856311,0.0809605369810015,0.46119853963609786,0.5338475058553741,0.41313502192497253,1.0238833133364096,1.1401266898261384,1.0149904556339606,0.6171288568293676,0.8567490389570595","0,0,1,0,-1,-1,0,-1,-1,-1",Manila
29,Ctrl RM 18,Flavour,"0,23","27,27,27,0,5,15,12,23,11,8,10,14,17,21,3,24,29,15,26,16","6.239593090969138,7.24997017913498,2.71924310721457,5.454212389837485,6.925543588649016,1.6698427088721657,3.454187255285215,2.082681558651384,1.895120803685859,4.404188082152977,6.077946717052255,7.4503229787177405,1.1887732842750847,4.172323576484342,6.300056015127339,5.674851326965727,1.154703119781334,0.09858771246159449,6.999931123899296,7.456255080793053","96,9,110,48,120,179,26,111,167,36,180,193,30,93,39,205,165,92,149,191","1.0928134966641665,0.42193239533808086,1.2056455248966813,0.9737543099327013,0.9551259877393022,1.224805553862825,1.1740393176907673,0.6274846385233105,0.24619103872682901,0.44765610890463,0.26073117030318826,0.9791812225943431,0.42196948814671487,0.00819906012620777,0.20451114592142403,0.43272679129149766,0.5376053955871612,1.1969766781199724,0.37254825492855165,1.1990075269481169","1,-1,-1,0,1,-1,1,1,1,0",Manila
30,Ctrl RM 35,Sugar Syrup,"3,22","27,5,21,13,12,14,0,11,31,12,9,29,22,17,1,18,28,14,15,18","6.830471904785372,2.801731293560006,4.3958816576912065,3.7213973661162894,3.2038149335887285,5.9096361673157665,3.0897910932987,3.6641905452264476,5.951412792927585,2.733796628180426,2.262784080156125,2.918315685114358,4.0697462192201055,4.000264054855798,0.3494139756518416,3.476951115347911,0.7225644277990796,0.9184375044307672,3.457112069609575,5.961023161832709","107,134,7,87,108,125,20,21,195,197,125,92,71,153,175,127,175,125,30,120","0.9794182654004544,0.651237579761073,1.1691337952623144,0.43737873188219967,0.5149729760130868,0.3668595078634098,0.9477505581919105,1.0826454721158372,1.2735381320351735,0.5113878398900852,0.13863077310379596,0.2182695989497006,1.139274761104025,0.22723779517691584,0.370183908008039,1.0520343251759188,0.41515838184859605,0.7161484015639872,0.5158331454964354,0.29075571009889245","-1,0,-1,-1,0,0,-1,-1,0,-1",Manila
31,Ctrl RM 40,Sterilization,"2,22","21,17,3,25,10,28,26,11,11,1,1,24,21,11,27,30,3,9,17,22","7.123934094400611,0.3117423828551546,2.7814507630094885,3.5873845645948315,2.7062921357294547,5.027328227888793,7.543811214833986,5.920344418948517,2.6695526937535035,7.983397151385434,1.3012144004809671,5.289629909473006,1.827548704757355,2.1175185364461506,3.640075345428195,7.861945198024623,3.0809514611028135,3.331589966234751,6.979239485650323,2.110054022555705","145,31,203,97,78,149,187,155,82,31,67,137,57,146,85,180,43,120,55,171","0.35020947051234547,1.021708814171143,1.0380055103451014,1.016385150142014,1.1928174609551208,0.04275963380932808,0.2051261444343254,1.0855430313386023,0.021201286953873934,1.2118196557043122,0.014213561825454236,0.5498917168006301,0.6272633771412075,0.9274479476502165,0.39672292028553785,1.1463447803398594,0.09438926209695638,0.6442408816888928,0.5033910888480023,0.6505053167231382","1,-1,-1,1,0,1,0,1,0,1",Manila
32,Ctrl RM 5,Batch Tank,"1,22","31,5,21,27,6,6,31,6,20,13,11,1,31,0,15,4,6,21,10,31","3.268249174708035,0.28711559034418316,1.0169000454735941,5.0528778919600885,5.770703534665517,3.521835722080432,0.5016491536260582,7.710267677928787,3.3631130481581204,2.419288071379997,5.72771429872606,5.520119743312243,2.0651414720038885,1.2171400912525132,4.616604900658131,3.026720116545912,1.2974411495937965,6.591002087146044,0.15312776543665677,3.304413228125777","183,143,168,151,57,0,29,45,206,25,160,27,208,27,90,43,196,87,149,52","1.0672851535491645,0.30623753766994927,0.09421611167490483,0.07034081120509654,0.4513441334711388,0.06145288355182857,0.28636296091135593,0.527327936841175,0.8480227132793516,0.7757105513243004,0.7584675263380632,0.45147152445279065,0.949615673464723,1.163655531150289,1.0058337973197922,1.1306356946937741,0.7384035942843185,0.8188633898505941,0.5955327624687925,1.0799890745664016","-1,1,-1,1,0,-1,1,-1,1,1",Manila
33,Ctrl RM 21,Treated Water,"4,23","27,12,29,6,21,4,7,29,3,21,15,23,8,1,12,1,27,1,11,8","6.967351080637891,7.831453105555847,4.753750341800042,3.681238844094332,6.684661595192738,3.339229387114756,5.324228290470783,4.6154212052351795,0.22171746511943638,6.900284911617637,4.045524880904704,4.198417565543204,5.6572885872400365,6.115826551856007,3.649018336827867,0.0784996261075139,7.792868095329031,6.809992007799447,4.835895227135625,4.741926666512154","130,104,203,179,196,137,109,24,38,191,193,5,33,119,71,54,152,173,85,122","0.30825040701311085,0.06799464353825897,0.40548065141774714,1.0946282572112978,0.6006521557457746,0.6354093042435125,0.7558765494031832,0.5057191589847208,0.7134251374984161,0.20032756787259132,0.7973240854917094,0.7925560033181682,0.629431769438088,1.1309487939812244,0.5593988178297877,0.2236178433056921,0.4765019053593278,0.5139234312577173,1.2556218947283924,0.9910369287710638","0,0,1,0,0,-1,0,0,0,-1",Manila
34,Ctrl RM 22,Sterilization,"7,22","9,2,5,26,30,28,30,18,12,26,18,1,9,25,28,29,22,23,27,21","4.245349791399203,7.482968456763774,1.5883269213023596,0.6976606341102161,7.229166287507397,3.8958579856716096,6.641410949390847,1.4126776002114638,5.759025894249789,0.2395065998239443,2.4230614264449106,7.858144473978318,6.491958065007347,6.929669034720864,7.172122428512666,7.41274351997301,3.855715653987136,2.034015130551998,1.5082606870355084,5.206198291345499","175,194,74,199,177,127,69,15,98,144,30,143,143,202,5,65,126,177,50,18","0.11621758423279971,1.2227412228938193,1.1342039288720116,0.26065307345706973,1.0331237258855255,0.8872198075288907,0.626706936582923,0.0844194192904979,0.6847044746391475,0.19673731706570835,0.647859071358107,0.8610299703432247,0.9100430410122499,0.8957035114057362,1.1237221494317056,0.2764557579997927,1.0601450394140557,1.2954350374871866,0.19814192918129267,1.0590161952655763","0,0,-1,0,-1,-1,-1,1,-1,-1",Manila
35,Ctrl RM 31,Treated Water,"4,22","27,4,17,2,29,19,15,5,6,8,16,31,11,9,4,0,27,21,29,30","3.1758060664543883,0.8066909449594095,2.590332131618634,7.764033487497364,2.6961873783217745,0.8277542652119882,7.031333274065982,7.662014500612859,3.9746964350063356,6.678738007787615,6.373188188108616,2.7845916270907036,7.826069841596764,3.8285082820407115,3.906754272549879,2.8790030975290577,7.866473428737373,1.6271236597700045,0.5032016661646777,1.314775581934955","176,14,138,65,6,28,25,61,125,119,151,162,171,59,13,56,182,5,94,197","1.0512786162551493,0.23709364209789782,0.7869621209567413,0.21357145125512034,0.6051107187289745,0.03829425114672631,1.2737027989467606,0.022266403678804638,0.6179317181231454,0.4633880514185876,0.9033631860744208,0.5382261798251421,0.2291168331168592,0.7977467733435333,0.042121753306128086,1.215601126011461,0.9925759818870574,0.09360005529597402,1.1241935139521957,0.5239617774728685","1,-1,0,0,1,-1,0,1,1,1",Manila
36,Ctrl RM 3,Chlorine,"0,22","30,21,26,5,6,5,14,24,31,7,12,5,21,31,11,6,31,21,14,29","2.503709080417175,3.9554291241639294,2.7449916391563605,0.31702973073814067,6.867023452899884,0.6173028881940991,4.267653342103586,6.999619718021713,4.276615301293787,4.043687105521094,7.0207921551587065,5.378906455228571,0.9542789100762457,4.853768373748753,4.3064606583327985,4.471374420200009,6.002365422064904,1.5488965086895041,6.2144822477363055,4.197190777740907","81,107,27,63,31,82,5,92,192,7,112,77,200,200,145,209,166,190,113,98","0.8873876940459013,0.4394874502439052,0.0893096721265465,1.0122972198296338,0.3910886701196432,0.9276857695542277,1.2634891774971038,1.1575643122196198,0.949712004349567,0.028628254705108703,0.5350275943055749,0.5357779636513442,0.08806020733900369,0.36663748100399973,0.44027259901631627,0.5288619875675068,0.9348002067534253,0.7077003627549857,0.4091671559261158,0.05539005417376757","0,1,-1,-1,-1,-1,0,-1,1,0",Manila
37,Ctrl RM 3,Batch Tank,"4,22","20,20,13,6,23,26,14,31,18,26,19,30,2,17,15,8,14,25,10,14","1.7590261271665804,4.781028612281662,3.1232202893448995,7.533844388758299,2.797826244805474,4.383021415718831,5.358482349144761,1.3106228598975578,3.80870389214484,0.6416605002991855,1.1077298981230705,7.299237309123855,6.993464751848951,4.347858514133841,4.038449937824626,5.012502442111727,1.7398862033803015,0.7342403809074313,1.1675384762953036,7.145074431770482","55,208,39,164,91,177,143,69,148,165,15,195,66,164,188,106,195,100,54,80","0.19606701047159733,0.7928892571479083,1.0569364015944303,1.086831706785597,0.06834810699801892,1.044677306129597,1.1784321643412115,0.09241199940443039,0.1290717552183196,0.11550522572360933,0.3365219396073371,0.6231892378302292,1.2738392727449537,0.28554016996640713,0.3112607399001718,0.5864374631084502,0.8938707556342707,1.0745480376528576,1.0433464413508773,0.7127243961440399","-1,1,1,-1,0,0,-1,1,0,-1",Manila
38,Ctrl RM 12,Phosphoric Acid,"2,22","11,30,10,7,24,14,25,8,2,0,27,4,2,1,18,16,18,15,23,7","2.319233357703779,6.839255214028526,4.820548210344278,4.144163593952544,5.890973178539426,1.1622783746127971,0.015404308969154954,1.2699854662758299,5.507718954952434,3.2384699965803887,0.5654392916639336,7.753675656307023,1.9639722239039838,0.8407252202206291,4.97896926923655,6.902372153629549,7.958182876396458,2.050576911917888,1.56853395561222,2.5506500032544137","129,156,161,134,10,197,66,25,45,196,81,145,5,151,40,72,67,96,123,12","0.8369421647163108,1.1805992490611972,0.6085208574775607,1.1837164802942426,1.2129162904806436,0.7032920364523306,0.2661841058637947,0.556570726656355,0.9025436359224841,0.42415518101770433,0.03159922710619867,0.3051328491885215,0.04333699045237154,0.17102316606324167,0.1867333437781781,1.2583490194752813,0.6063867370132358,0.7609625767683611,1.0225522811757402,0.30302884597331287","1,-1,1,0,0,-1,-1,1,-1,-1",Manila
39,Ctrl RM 2,Concentrate,"7,22","26,13,19,23,29,19,17,18,21,30,7,29,21,28,10,14,13,21,0,23","5.5314357418543665,3.9602590052527376,0.9700345268589444,2.209239960825071,4.792896351034288,1.123333268435672,3.289524158090353,0.9590584993595258,3.6748596037039536,1.8809118096786552,5.302739770619665,1.539587695284281,6.844373036818579,1.9221909940079787,0.9435163818392903,1.2650524064339699,1.5241177599178628,7.435331044322811,3.5373194944835267,6.562008649182972","71,134,108,186,89,33,127,121,188,22,193,185,70,42,62,17,9,112,111,81","0.8690669762901962,0.015328730293549598,1.1231822690926492,0.7798452877439559,0.04692949834279716,0.5720588215161115,0.7784634117269889,1.1360703196376563,0.04332838193513453,0.6397495091194287,1.1413854220649229,0.19827967786695808,0.9054450703551993,0.6886400940362364,0.25977256963960826,0.28179724926594646,0.9726526552112773,0.9673588926205412,0.5572006139904261,0.6314052752684802","1,1,-1,1,-1,1,1,-1,-1,1",Manila
40,Ctrl RM 38,Treated Water,"9,22","13,27,4,2,23,24,11,0,3,29,15,22,6,16,3,14,28,20,11,22","7.358692799159326,7.815204618289136,4.770131225956138,0.3936886607646011,6.573425875005778,1.2827124425908552,3.0605794438906013,5.97184197581606,0.548887113253586,0.0767861812794581,6.863616747681517,2.120827908026986,0.33457750049419704,0.36838373625651005,1.408608737536706,0.7863538031070494,7.944980259852018,2.6981626739073548,5.6417701143468735,0.1481962012895383","34,192,123,155,138,203,160,14,94,205,146,202,151,77,194,8,82,155,189,71","0.7981282716151327,1.2023707185406238,1.086051319167018,0.15041890933644028,0.6421293187420816,0.8017202725168318,0.041659740684553984,1.251185336872004,0.9914112674538047,1.0470379546051845,0.5657484720693902,0.8427916529355571,0.3308616193244234,0.03361570076085627,0.9524467293871567,0.49453519319649786,0.6246062816120684,0.12961466780398043,0.1490211029769853,0.7693076614523306","0,-1,1,1,1,-1,-1,0,-1,1",Manila
1,Ctrl RM 3,Batch Tank,"0,22","16,11,2,0,9,9,18,15,20,27,25,15,12,29,15,29,18,23,13,21","1.1185830461140722,4.693363472975325,6.042239769527223,5.360723123105709,7.982959472781513,5.27778002418112,7.8506786764692515,4.8245598626951685,1.6415034494665453,3.294132481024135,4.734131818020251,2.5563377155060882,6.907274620560929,3.1087721795123073,7.709297394333407,0.7365021243598312,5.764073748663068,5.389461915318389,4.342489740182645,4.567866930353921","160,203,138,169,80,119,122,207,52,104,164,154,127,58,74,77,168,95,128,171","0.5913040542509407,1.1503293382236734,0.7040707024279982,0.23084026940632613,0.9912585539743305,1.1047919737175107,0.13083400414325297,0.9532067853957414,1.1160340649308638,0.47574239901732657,0.450700690317899,0.7901615800103173,0.10064611409325153,0.04316265927627683,1.2556835418334231,0.3254682693164796,0.9999921539565548,0.12463145593646914,0.1609078707639128,0.6328593967249617","1,-1,0,0,1,-1,0,-1,-1,1",Kuala Lumpur
2,Ctrl RM 35,Phosphoric Acid,"9,22","10,4,21,21,5,2,19,26,16,18,21,8,27,24,3,23,7,24,22,12","7.659130311887711,2.789996978591662,3.634412719549146,0.6612103653652593,3.05764356440166,1.318999924310483,5.378685516559053,4.703568259619642,7.010896246221383,0.21992082320153714,4.5639271978521725,4.9238941779755985,5.7261220442387275,4.269793651513756,6.603437373221387,6.1317877224879345,3.3628650697832927,0.5046081233676523,3.932850598166697,6.7396535116876475","170,115,132,173,61,190,23,170,114,20,29,189,198,52,7,6,24,22,128,154","0.807870345725678,1.1696001722244547,1.2257290875539184,1.22833956645336,0.5599301849957555,0.5785495633026585,1.1010388787370176,0.9647892912384123,0.929677673173137,0.25373831565957516,1.0846124494448304,0.681989339645952,0.3943287079455331,0.10793006774038076,0.5863473053788767,0.4458617695607245,0.019338712678290904,0.8176904640160502,1.1232592805288732,0.2657805504044518","-1,0,0,1,-1,0,1,-1,1,1",Kuala Lumpur
3,Ctrl RM 32,Treated Water,"3,22","17,18,14,9,9,0,2,28,19,19,25,7,18,15,29,22,16,27,11,30","6.75777497525327,4.243208434630652,7.390925950999372,2.408940736097284,0.4198748675896786,2.987212804015726,0.7748677064944058,0.6408163461857476,7.796080406738911,4.463834546734579,0.18589742149226368,0.05496268533635885,6.864253664358984,0.674362922643777,4.264603663312737,6.212366444279906,1.017038821389433,1.429701272204984,5.8637732683238575,1.2707068524998613","198,9,38,139,139,141,111,101,106,133,173,117,30,178,71,66,97,201,61,14","0.42683954648673533,1.1723152478924022,0.077363447425887,0.6593333561439068,0.8600758880842477,0.816540695913136,0.6642349095316604,0.4102509982418269,0.6308409641264007,0.9819106988608838,0.4306692957412452,0.8428500332171097,1.154675236507319,0.2458435180829838,0.5450579933589325,1.2247015739558265,1.1760534552624449,0.594035416515544,0.14819221121724696,0.1313068629940972","-1,-1,0,0,1,1,-1,-1,0,1",Kuala Lumpur
4,Ctrl RM 6,Sugar Syrup,"5,11","13,24,13,12,2,16,31,27,25,15,24,30,17,22,18,15,13,20,19,21","3.8898469336098063,6.148622051433194,0.6024915124312975,5.296938919478562,0.20399892571847886,0.9341289086570033,4.8032604924193585,7.98396074553486,1.070595868062228,7.549468951800373,3.2785541877825746,6.4282248266204265,4.143068646804895,6.183277838088107,2.383395300526172,0.5587367003015242,7.066617124150508,4.2313936497969555,1.829093186308164,7.6667413294501605","179,102,100,76,100,11,84,32,117,132,20,110,42,80,26,148,177,67,178,101","1.1135737800039351,0.07884530888404698,0.2928196512162686,0.9703108872985468,0.24028526325710117,0.5078605480026454,0.32253798979800197,1.2448751826537774,0.6500134725822136,0.052235651132650676,0.732005765219219,0.6773688275134191,0.9288921233499423,0.658288339781575,0.17377104617189618,1.0668880079407246,0.9706674571614713,0.87693646105472,0.3250750685343519,0.4196973556652665","-1,1,-1,-1,0,1,1,0,0,0",Kuala Lumpur
5,Ctrl RM 15,Batch Tank,"6,22","31,18,2,25,5,28,29,30,30,14,15,15,1,6,13,10,21,20,16,23","1.0399646890047007,2.6592123941890895,5.640315052645747,1.9700166574912146,1.287360574444756,3.9465137287043035,0.6249838611111045,6.922306635482237,5.091987887320575,1.7256139995274133,0.7794660730124452,3.411930403762963,3.630200915709138,3.060798892446328,0.3303060679184273,2.947468983824365,1.5449387739016676,7.564336689582561,2.111579739090521,1.7544773790193722","67,159,2,200,87,177,156,120,176,186,134,22,108,99,85,105,208,182,115,112","1.1059478129725904,0.7417068970389664,1.0715181643608958,0.5575867889681831,1.0568066999549046,0.4541072532068938,1.1511742254020647,0.959980154177174,0.8580938642378897,0.45285875638946893,0.33911488275043666,0.680107736797072,0.5071975477971137,0.3373054439201951,0.27745462355669587,0.3164992201374844,0.4817334348568693,0.4661899547325447,0.22645302354358138,1.2905024896841497","0,0,-1,0,0,0,-1,0,1,1",Kuala Lumpur
6,Ctrl RM 13,Dosing Station,"0,22","13,30,29,6,6,25,17,13,31,11,11,15,26,30,23,28,15,27,29,28","4.629045797449071,7.631791121610441,3.4397987481439487,0.93897067531012,3.145673604856711,3.726962935545016,2.0886172306747177,7.170621355595068,6.5258679111162206,5.106790301937145,0.06750008606351912,2.4694348280038687,2.6380648425105027,1.7350544136064128,7.384936921368353,3.8624714243668135,2.2229434807016513,4.375493699423969,5.239213790132198,3.7679157868144104","176,43,167,60,9,111,36,27,115,172,95,138,59,81,22,164,35,88,108,50","1.1613152754260228,0.4648651157040149,0.8765246300259605,0.23975357827730479,0.1549626521766186,1.1312790603609757,1.058400048688054,0.9443446857156232,0.13950277585536242,0.22914344200398773,0.006166193331591785,1.2624460326042026,0.7710887709632516,0.4256909373449162,1.2573987909359858,0.6412193659925833,0.19286328454036267,0.6234482682077215,0.3261480506975204,0.8766521541867406","1,1,1,1,0,1,1,0,0,-1",Kuala Lumpur
7,Ctrl RM 30,Flavour,"4,22","29,9,22,13,6,31,7,31,26,3,5,2,31,30,14,19,0,29,10,4","7.57094566980144,7.053065993988421,3.2703961942810564,7.787385070018936,5.537665105818306,5.070409244420007,2.1742992238583976,4.44353354711784,3.3662630277918653,1.3958915911358782,5.141084502527956,1.270164919879753,1.433431371182669,1.9089967656321825,6.496122722837608,5.007668036732357,3.126316537447274,0.4911161196557805,3.3899940498382786,7.155768143166788","163,21,109,31,147,104,53,201,50,166,115,198,95,43,39,76,13,107,6,64","0.0948317691218108,1.0254410057794303,0.9605244666570798,0.5204779921798036,0.4284959404030815,0.5159573662094772,0.628480557189323,0.8749304510420188,0.16543527585454285,0.5559873227728531,0.9457226886413992,0.48936960007995367,1.0542742564575747,0.149027576087974,1.2909045287175105,0.18429392650723458,0.09014566747937351,0.46832724395208064,1.2055058998987078,1.0665934284217655","0,1,0,0,-1,0,1,-1,1,1",Kuala Lumpur
8,Ctrl RM 7,Particulate Remover,"3,22","20,9,19,29,7,3,27,22,1,22,11,25,13,0,20,10,23,20,31,0","0.7043695263657719,2.584518717757892,7.091938026919961,3.5296379430079834,2.0662463327799925,0.7089149147807621,6.678975998121314,5.555252937497571,6.288404523325153,1.7432938257348725,7.804985719281249,6.519668185720221,7.30864732748596,5.539024896973278,6.439227043660358,0.09130003098864109,3.220444406303577,1.6079540620697663,4.848479243682232,2.626567492841277","172,119,146,147,80,69,202,169,116,123,128,103,78,24,186,10,178,189,140,78","0.9526805153582245,0.04389857475180179,1.0029587214579807,0.7657067965716123,0.446130793215707,1.2871806635288523,0.285309491911903,0.05211611711420119,0.026287243189290165,0.5954049474326893,0.699560557352379,1.151254622009583,0.13176131194923074,0.34605654757469895,1.065472004469484,0.26788345640525224,0.1274963956559077,0.7811914859805257,1.2518797655357048,1.0752333420328797","1,-1,0,-1,1,-1,1,-1,1,0",Kuala Lumpur
9,Ctrl RM 45,Treated Water,"6,11","11,4,28,9,1,18,21,22,31,4,8,26,24,28,10,29,23,22,28,22","6.355350009871182,5.620954065548722,6.514025388958398,6.486602953223046,7.6056297704787,6.742032282091677,6.575994403308723,3.6345212820591404,7.304071108039935,0.4288736405898817,3.6995570845343173,1.1714420888852328,1.2373790120962076,1.24379043410765,3.944125405573286,6.3368085128068925,0.423375578338746,0.08102199622895569,4.743978999678511,6.274998138835654","188,57,188,187,142,158,128,150,125,162,35,83,48,97,55,143,22,45,186,76","0.17861656504683196,0.8353024184936658,1.1126806668471545,1.2759913860121743,0.4616090724710375,0.27463320405222474,0.8200328336562962,0.7005581059493124,0.24461263723205776,0.3222588133532554,1.229726083460264,0.6835783555172384,0.6428214555140584,0.7691242441302165,0.2762402354273945,0.5934563990682363,0.4739497704198584,1.0226266039069742,1.0411234677070753,0.4501492155250162","1,-1,0,1,1,-1,-1,0,1,-1",Kuala Lumpur
10,Ctrl RM 4,Treated Water,"0,22","19,20,21,30,13,22,30,25,26,2,13,30,2,10,17,11,26,15,29,30","0.8762071642838418,0.649124738862738,2.731219254070893,0.5010574668319896,0.7083872117241845,3.747294794097543,2.3521701316023247,3.897418722670991,6.55362682793988,0.18654041024390608,4.306747584301047,7.370174695176538,3.2647950276895426,0.38620884948875756,5.929274004905019,0.0657723335386254,3.752829309257213,5.062754254548345,4.855290622652974,1.2972719519166276","128,116,133,127,101,116,45,140,114,140,41,180,41,184,45,124,147,123,138,80","0.809104180126451,1.0331985395634546,0.7965818443102762,0.1290741939097643,0.512727144593373,0.5263320405734703,0.7090571481268854,0.07871845061890781,0.8646424811333419,0.15556822523940356,0.08375838589854538,0.9189530331175775,0.823672073497437,0.7972511444939301,0.24418907100334764,0.5768146875314415,0.0896250172983855,1.1230835842667148,1.0550977459875868,0.6731482350500301","0,0,1,-1,1,1,-1,0,-1,1",Kuala Lumpur
11,Ctrl RM 2,Carbon filter,"3,22","9,20,3,24,23,30,3,27,15,14,0,23,21,31,1,15,15,24,16,19","3.115419911991339,4.749376117417123,6.552532533763443,0.05264998966595158,4.719387955015991,6.669487621353474,7.817778318272904,3.1519749668031,2.280588447134942,6.021919926761184,6.868412129194476,5.474373315037228,6.397392433832866,4.153365504250396,1.248713744028937,6.613193200300448,5.451791708355304,6.868610824055504,6.1771803687280045,2.2821002224553375","59,82,9,115,179,176,154,57,176,176,113,125,193,181,193,59,12,12,202,113","0.9112519224872813,0.02302398073952645,0.9801199786597863,0.3878438284620643,0.976280164695345,0.02707762287463993,0.5500314365373925,0.5678446149919182,0.2957063657231629,0.4127447544131428,0.5228903159731999,1.186081016995013,0.7645397112471983,0.1827930040890351,0.6932642062427476,1.1520122066373006,0.6948677456006408,0.5653758898377419,1.0108049295376986,0.2596686069853604","1,0,1,1,0,-1,-1,-1,1,0",Kuala Lumpur
12,Ctrl RM 18,Flavour,"3,22","27,5,25,24,20,3,24,27,2,11,10,9,3,13,4,29,23,22,4,21","2.401753292216454,3.274561356257182,6.597470010700635,0.4487479393323884,2.8907808564766313,7.144716852828861,5.749751506007742,4.4975303243240345,4.562170061622746,0.16647546437103303,2.569325299886987,7.198547072147485,0.24041665194090456,2.8254396606679073,4.160649721813388,5.994257618051488,7.519993702936918,1.9592896408424714,5.216222573306878,5.478665294812527","49,5,124,76,197,190,55,156,194,33,16,8,148,140,170,184,119,10,9,187","0.6968902026303113,0.7619556992780417,0.04023045410867781,0.4288004435831681,0.8450364879332483,1.2202012668829412,1.2787332370411606,0.32218882529996334,0.9130860357778147,0.9916707454947755,1.2896401648176834,0.5263304672436789,1.147329500457272,0.434151396015659,0.5694213184528053,0.9636531839845702,0.996502409502864,0.11804222757928073,1.0924321215832606,0.3719061332754791","0,-1,-1,0,1,-1,-1,-1,1,0",Kuala Lumpur
13,Ctrl RM 26,Carbonator,"1,22","6,9,26,29,22,24,18,6,28,4,1,0,6,15,18,0,14,26,31,11","3.4165463037672454,1.7737626568018459,6.389042773747351,2.68057098765159,6.403597490896937,4.21605397939682,5.347982462299988,5.1094309361209165,6.163703148954083,0.880297548964154,2.020416601377074,6.386143486690708,6.507409231637139,3.230664025254082,0.31014549431856725,5.912006663030479,7.193834342651535,2.1260161921777763,2.569484743922949,4.821189080195036","69,68,209,153,195,129,169,141,50,155,1,90,51,95,165,41,204,66,54,163","0.34004844361916187,0.0010719185462221505,0.7917937165591866,0.9136347219813615,0.9898783702403308,0.29000324227381497,0.05096528206486255,0.39563474813476207,0.6186167410109192,0.9072999166091904,0.9590202126419172,0.6205586561467499,0.2917458630166948,0.6759078884962947,0.4472359735518694,0.7031456880271435,1.2009179742773994,0.7991865638177842,0.09028093086089939,0.7485157432267443","-1,1,1,1,-1,-1,-1,0,-1,0",Kuala Lumpur
14,Ctrl RM 10,Carbon filter,"0,22","22,22,26,12,0,1,0,25,16,7,5,15,31,16,11,19,30,20,1,16","0.30149368901271373,6.399637280027382,2.4643819432938474,5.185811380436644,2.07663758642273,5.740365841053427,6.14611084879376,2.875620159718674,2.778652917169966,5.238562934100628,4.301314009933267,7.147074863957242,0.809028133561369,2.5768765491899104,7.355907460229937,2.289284953994211,5.320037645874545,2.589142390165944,5.188254532685969,4.400563820321113","179,68,36,143,47,142,114,174,28,173,143,43,174,22,136,197,158,116,77,150","1.1317346552619711,0.05986870450433344,1.2368813800159841,0.0687288785353303,0.7626453001983464,0.6525553490966559,0.046794197126291695,0.0002494018292054534,1.0264079322572799,0.44047051984816793,0.43437666941899805,0.43734703222289684,1.2338073705555872,1.0150604479247705,0.26996003682725134,0.3990114725427702,0.042060428857803346,0.09067402752116323,0.6880790252005682,0.06684190130326897","1,1,1,1,1,-1,0,-1,0,-1",Kuala Lumpur
