Symbol,Name,Sector,Price,Price/Earnings,MaxPE,Dividend Yield,MaxDiv,Earnings/Share,MaxErnShr,52 Week Low,52 Week High,Market Cap,EBITDA,MaxEBIDTA,Price/Sales,MaxPS,Price/Book,MaxPB,SEC Filings
MMC,Marsh & McLennan,Financials,79.31,20.23,0.038892627,1.8257,0.144196443,2.87,0.065094126,86.54,69.33,41819440000.00,3236000000.00,0.040762855,2.9849,0.148544612,5.85,0.004168507,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC
MLM,Martin Marietta Materials,Materials,208.42,30.38,0.058406229,0.8042,0.063516886,6.63,0.150374235,244.32,191.09,13756812736.00,975223000.00,0.012284572,4.417,0.219813579,3.03,0.002159073,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM
MAS,Masco Corp.,Industrials,40.7,22.12,0.042526194,0.9838,0.077701956,1.47,0.033340894,46.445,31.29,13428792315.00,1179000000.00,0.014851485,2.3083,0.114873372,11.93,0.008500905,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS
MA,Mastercard Inc.,Information Technology,160.62,34.99,0.067269057,0.5927,0.046812308,3.65,0.082785212,177.11,105.8,187102014193.00,7113000000.00,0.089600181,15.0206,0.747505512,26.93,0.019189386,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA
MAT,Mattel Inc.,Consumer Discretionary,16,-14.68,-0.028222628,0,0,-3.06,-0.069403493,26.3,12.71,5843402350.00,203599000.00,#VALUE!,1.1864,0.059041619,3.87,0.002757628,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAT
MKC,McCormick & Co.,Consumer Staples,101.36,23.91,0.045967509,2.0261,0.160024326,3.73,0.084599682,109.67,90.25,13459353253.00,815700000.00,0.010275111,2.7788,0.138287972,5.2,0.00370534,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC
MCD,McDonald's Corp.,Consumer Discretionary,158.97,23.83,0.045813708,2.438,0.192556788,6.36,0.144250397,178.7,124.36,132101623787.00,10515400000.00,0.132459124,5.7702,0.287156059,146.07,0.104084425,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD
MCK,McKesson Corp.,Health Care,150.23,11.68,0.022455061,0.8899,0.070285597,22.74,0.515763212,178.86,133.82,31534840262.00,7232000000.00,0.091099186,0.1532,0.007624053,2.68,0.001909675,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK
MDT,Medtronic plc,Health Care,78.38,17.04,0.032759781,2.2618,0.178640255,2.89,0.065547743,89.72,75.44,110107062300.00,9204000000.00,0.115939838,4.9445,0.246064804,2.14,0.00152489,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT
MRK,Merck & Co.,Health Care,54.73,13.75,0.026434682,3.4359,0.271372382,1.4,0.031753232,66.8,53.63,152241530340.00,8715000000.00,0.109780062,5.0893,0.253270828,4.02,0.002864513,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK
MET,MetLife Inc.,Financials,44.28,8.52,0.01637989,3.4587,0.273173159,0.63,0.014288954,56.58,44.58,48679364276.00,0.00,0,1.0497,0.052238695,0.85,0.000605681,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET
MTD,Mettler Toledo,Health Care,601,35.56,0.068364895,0,0,14.24,0.322975731,697.26,459.34,16420774443.00,666706000.00,0.008398282,8.3723,0.416650493,31.69,0.022581197,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD
MGM,MGM Resorts International,Consumer Discretionary,33.5,29.65,0.057002788,1.2687,0.100203772,1.92,0.04354729,38.41,25.15,19633674337.00,2680385000.00,0.033763951,2.2277,0.110862284,3.09,0.002201827,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGM
KORS,Michael Kors Holdings,Consumer Discretionary,60.03,14.29,0.027472844,0,0,3.31,0.075073713,69.95,32.38,10053919023.00,456600000.00,0.005751644,3.1456,0.156541905,5.4,0.003847853,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KORS
MCHP,Microchip Technology,Information Technology,79.9,21.77,0.041853312,1.7513,0.138320222,0.66,0.014969381,99.17,69.76,19393095636.00,997492000.00,0.012565087,7.4475,0.370627491,5.9,0.004204136,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP
MU,Micron Technology,Information Technology,40,9.01,0.017321926,0,0,4.36,0.098888637,49.89,22.64,48576791974.00,12541000000.00,0.157974958,2.1913,0.109050825,2.02,0.001439382,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU
MSFT,Microsoft Corp.,Information Technology,85.01,25.76,0.049524176,1.8748,0.148074432,2.97,0.067362214,96.07,63.22,689978437468.00,41079000000.00,0.517458998,7.1131,0.353985956,9.49,0.006762245,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT
MAA,Mid-America Apartments,Real Estate,85.39,14.38,0.027645871,4.1965,0.331445677,2.86,0.064867317,110.95,86.95,9992628990.00,871483000.00,0.010977792,6.6291,0.329899524,1.6,0.001140105,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA
MHK,Mohawk Industries,Consumer Discretionary,256.57,19.08,0.036681726,0,0,12.48,0.283057383,286.85,209.9,19897356456.00,1750393000.00,0.02204914,2.7978,0.139233514,2.88,0.002052188,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK
TAP,Molson Coors Brewing Company,Consumer Staples,74.51,17.66,0.033951745,2.1534,0.170078666,9.27,0.210251758,102.14,75.79,12396862128.00,4708400000.00,0.059310206,1.2372,0.061569699,1.34,0.000954838,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP
MDLZ,Mondelez International,Consumer Staples,42.68,19.85,0.038162069,1.9977,0.157781253,1.91,0.043320481,47.23,39.19,65827817742.00,4355000000.00,0.054858539,2.5709,0.127941755,2.52,0.001795665,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDLZ
MON,Monsanto Co.,Materials,119.08,21.53,0.041391906,1.7939,0.141684832,5.09,0.115445679,123.15,106.97,53076824328.00,4217000000.00,0.053120198,3.5898,0.178647676,7.96,0.00567202,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MON
MNST,Monster Beverage,Consumer Staples,61.99,42.17,0.081072767,0,0,1.19,0.026990247,70.215,41.02,36403831015.00,1229478000.00,0.01548734,14.1526,0.704309182,9.56,0.006812125,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST
MCO,Moody's Corp,Financials,152.14,26.55,0.051042968,1.1141,0.087993239,1.35,0.030619188,167.23,106.48,30189978000.00,1238000000.00,0.015594689,9.933,0.494319285,73.84,0.052615828,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO
MS,Morgan Stanley,Financials,51.79,14.23,0.027357493,1.8332,0.144788804,3.09,0.070083919,58.05,40.06,97535400000.00,0.00,0,2.2259,0.110772707,1.33,0.000947712,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS
MSI,Motorola Solutions Inc.,Information Technology,98.74,19.03,0.0365856,2.0267,0.160071715,-1.08,-0.02449535,107.78,77.23,16626039679.00,1629000000.00,0.020519991,2.6093,0.129852744,6.81,0.00485257,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI
MYL,Mylan N.V.,Health Care,39.25,8.35,0.016053062,0,0,0.93,0.021093218,47.82,29.39,21698849265.00,3113300000.00,0.039217242,2.5359,0.126199967,1.63,0.001161482,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MYL
NDAQ,"Nasdaq, Inc.",Financials,75.21,17.78,0.034182447,1.9671,0.15536442,4.32,0.097981402,83.29,65.98,12844304115.00,1212000000.00,0.015267176,3.2591,0.162190273,2.25,0.001603272,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ
NOV,National Oilwell Varco Inc.,Energy,32.64,-77.71,-0.149399212,0.5874,0.046393707,-6.4,-0.145157632,41.895,29.9,12940096785.00,353000000.00,0.004446628,2.521,0.125458463,0.91,0.000648434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV
NAVI,Navient,Financials,13.38,7.56,0.014534269,4.5584,0.360029065,1.01,0.022907689,16.97,11.481,3692691330.00,0.00,0,0.6987,0.034771054,1.02,0.000726817,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NAVI
NTAP,NetApp,Information Technology,55.85,26.1,0.050177833,1.3882,0.109642056,1.81,0.041052393,64.0599,37.43,15375210915.00,1075000000.00,0.01354143,3.6687,0.182574163,5.46,0.003890607,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP
NFLX,Netflix Inc.,Information Technology,250.1,200.08,0.384658272,0,0,1.25,0.0283511,286.81,138.26,114805404842.00,809028000.00,0.010191066,9.8616,0.490766038,30.8,0.021947014,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX
NWL,Newell Brands,Consumer Discretionary,27.91,9.72,0.018686917,3.1229,0.246651186,1.17,0.02653663,55.08,23.85,14438346000.00,2021400000.00,0.025462928,1.281,0.063749421,1.01,0.000719691,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL
NFX,Newfield Exploration Co,Energy,26.38,13.12,0.025223493,0,0,-6.5,-0.14742572,43.74,24.41,5695123080.00,896000000.00,0.011286625,4.7033,0.2340614,4.51,0.00321367,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFX
NEM,Newmont Mining Corporation,Materials,36.61,26.34,0.050639239,0.8102,0.063990775,-1.18,-0.026763438,42.04,31.42,19749449484.00,1509000000.00,0.019008389,3.7076,0.184510035,1.81,0.001289743,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM
NWSA,News Corp. Class A,Consumer Discretionary,15.65,43.47,0.083572047,1.2453,0.098355606,-1.28,-0.029031526,17.29,12,9356906461.00,679000000.00,0.008553145,1.5518,0.07722588,0.85,0.000605681,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA
NWS,News Corp. Class B,Consumer Discretionary,15.85,44.03,0.084648659,1.227,0.096910245,-1.28,-0.029031526,17.7,12.35,9496735699.00,679000000.00,0.008553145,1.5718,0.078221187,0.86,0.000612806,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS
NEE,NextEra Energy,Utilities,145.29,21.65,0.041622609,2.6538,0.209600986,11.39,0.258335223,159.64,124.18,69661177770.00,9018000000.00,0.113596856,4.0917,0.203624909,2.75,0.001959555,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE
NLSN,Nielsen Holdings,Industrials,33.9,18.73,0.036008844,3.6209,0.285983951,1.39,0.031526423,45.73,34.22,13377670080.00,1836000000.00,0.023127504,2.7288,0.135799704,3.02,0.002151947,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NLSN
NKE,Nike,Consumer Discretionary,62.49,24.9,0.047870806,1.219,0.096278394,2.51,0.056929009,68.83,50.35,106776113744.00,5162000000.00,0.06502406,3.055,0.152033164,8.91,0.006348958,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
NI,NiSource Inc.,Utilities,22.51,19.57,0.037623762,3.3781,0.266807254,1.02,0.023134498,27.76,21.93,7776566371.00,1448600000.00,0.01824755,2.2361,0.111280313,1.82,0.001296869,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI
NBL,Noble Energy Inc,Energy,25.43,105.96,0.203710468,1.4771,0.116663507,-2.32,-0.052619642,39.6,22.985,13177325251.00,518000000.00,#VALUE!,4.6976,0.233777738,1.44,0.001026094,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NBL
JWN,Nordstrom,Consumer Discretionary,47.23,15.04,0.028914736,3.002,0.237102328,2.02,0.045815378,53,37.7924,8212509855.00,1448000000.00,0.018239992,0.746,0.037124956,9.1,0.006484345,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JWN
NSC,Norfolk Southern Corp.,Industrials,136.89,20.65,0.039700087,2.0185,0.159424067,18.73,0.424812883,157.1499,109.27,40543547441.00,4737000000.00,0.059670471,3.8526,0.191726012,3.09,0.002201827,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC
NTRS,Northern Trust Corp.,Financials,96.2,19.96,0.038373546,1.6678,0.131725271,4.92,0.11158993,108.91,83.17,22908130223.00,0.00,0,4.0317,0.200638987,2.44,0.00173866,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
NOC,Northrop Grumman Corp.,Industrials,324.01,24.4,0.046909545,1.3031,0.102920734,11.47,0.260149694,349.18,231.98,58782413951.00,3884000000.00,0.048925503,2.2096,0.109961531,7.96,0.00567202,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC
NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,15.35,0.029510718,0,0,2.78,0.063052846,61.48,46.96,13191507318.00,1529401000.00,0.019265374,3.2066,0.159577592,2.35,0.001674529,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH
NRG,NRG Energy,Utilities,24,17.78,0.034182447,1.4196,0.112122074,-2.23,-0.050578362,29.78,14.52,8030036023.00,1774000000.00,0.022346509,0.9933,0.049431928,6.73,0.004795565,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG
NUE,Nucor Corp.,Materials,60.38,17.01,0.032702105,2.4158,0.190803399,4.1,0.092991608,70.48,51.67,20003317128.00,2648729000.00,0.03336519,0.9984,0.049685732,2.34,0.001667403,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE
NVDA,Nvidia Corporation,Information Technology,217.52,82.08,0.157800634,0.2622,0.020708938,2.57,0.058289862,249.27,95.17,138652800000.00,3098000000.00,0.039024513,20.0943,1,20.39,0.014529208,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
ORLY,O'Reilly Automotive,Consumer Discretionary,252.22,21.91,0.042122465,0,0,10.73,0.243365843,279.23,169.43,21433781860.00,1965187000.00,0.024754831,3.1934,0.158920689,34.12,0.024312731,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
OXY,Occidental Petroleum,Energy,68.47,195.63,0.376103047,4.4082,0.348166051,-0.75,-0.01701066,78.09,57.2,53467692395.00,5205000000.00,0.065565717,6.0449,0.300826603,,0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY
OMC,Omnicom Group,Consumer Discretionary,75.91,15.27,0.029356916,3.1839,0.251469055,4.79,0.108641415,86.71,65.32,17377551986.00,2366000000.00,0.029803744,1.5327,0.076275362,6.66,0.004745685,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
OKE,ONEOK,Energy,54.4,34,0.06536576,5.4436,0.429943449,1.66,0.037650261,61.36,47.14,21988472489.00,1851783000.00,0.023326317,2.616,0.130186172,4.03,0.002871638,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE
ORCL,Oracle Corp.,Information Technology,46.84,18.81,0.036162645,1.5551,0.122824061,2.2,0.049897936,53.14,40.01,202302349740.00,16545000000.00,0.208412063,5.2562,0.261576666,3.56,0.002536733,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
PCAR,PACCAR Inc.,Industrials,66.98,15.72,0.030222051,1.4558,0.114981202,4.75,0.10773418,79.69,61.93,24152102921.00,3619200000.00,0.045589903,1.2869,0.064043037,3.07,0.002187576,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR
PKG,Packaging Corporation of America,Materials,111.95,18.57,0.03570124,2.1515,0.169928601,7.07,0.160353822,131.1316,88.47,11051273948.00,1214900000.00,0.015303706,1.7415,0.086666368,5.54,0.003947612,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG
PH,Parker-Hannifin,Industrials,174.51,21.6,0.041526483,1.4402,0.113749092,7.24,0.164209571,212.8,145.38,24421668509.00,2092089000.00,0.026353375,1.8653,0.092827319,4.39,0.003128162,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH
PDCO,Patterson Companies,Health Care,32.88,14.05,0.027011439,3.0724,0.242662623,1.79,0.040598775,48.295,32.07,3209792400.00,359644000.00,0.00453032,0.7873,0.039180265,2.34,0.001667403,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PDCO
PAYX,Paychex Inc.,Information Technology,61.86,27.49,0.052850139,3.0893,0.243997409,2.26,0.051258789,73.1,54.2,23253666810.00,1414900000.00,0.017823042,7.2485,0.360724185,11.77,0.008386894,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX
PYPL,PayPal,Information Technology,72.32,49.53,0.095222532,0,0,1.47,0.033340894,86.32,39.92,90708000000.00,2932000000.00,0.036933464,6.9357,0.345157582,5.81,0.004140005,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL
PNR,Pentair Ltd.,Industrials,66.67,18.89,0.036316447,2.0393,0.161066881,3.63,0.082331594,74.84,57.63,12466660892.00,863700000.00,0.010879752,2.5192,0.125368886,2.48,0.001767162,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR
PBCT,People's United Financial,Financials,18.56,18.02,0.034643853,3.5938,0.283843554,0.97,0.022000454,20.14,15.965,6527616000.00,0.00,0,3.9273,0.195443484,1.17,0.000833701,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT
PEP,PepsiCo Inc.,Consumer Staples,110.15,21.51,0.041353456,2.837,0.224070388,4.36,0.098888637,122.51,104.77,161413271020.00,12843000000.00,0.161779155,3.6705,0.18266374,,0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP
PKI,PerkinElmer,Health Care,72.06,24.68,0.047447852,0.3695,0.029183648,2.64,0.059877523,84.49,52.63,8351767268.00,445658000.00,0.005613811,3.7116,0.184709097,3.25,0.002315837,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI
PRGO,Perrigo,Health Care,84.44,,0,0.7313,0.057759138,-28.01,-0.635291449,95.93,63.68,12326379902.00,0.00,0,3.385,0.168455731,2.03,0.001446508,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRGO
PFE,Pfizer Inc.,Health Care,33.63,12.69,0.024396809,3.8879,0.307071999,3.51,0.079609889,39.43,31.67,208505541949.00,20569000000.00,0.259101101,4.0021,0.199165933,3.4,0.002422722,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
PCG,PG&E Corp.,Utilities,38.24,8.75,0.016822071,0,0,2.78,0.063052846,71.57,38.45,20309412381.00,6471000000.00,0.081513113,1.5731,0.078285882,1.09,0.000776696,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG
PM,Philip Morris International,Consumer Staples,100.39,22.36,0.0429876,4.3285,0.341871229,4.48,0.101610342,123.55,96.66,153580671803.00,11802000000.00,0.148666012,2.7575,0.13722797,"1,318.70",0.939659964,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
PSX,Phillips 66,Energy,92.44,21.11,0.040584447,2.9286,0.23130509,9.93,0.225221139,107.47,75.135,47996220000.00,5311000000.00,0.066900965,0.475,0.023638544,2.12,0.001510639,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
PNW,Pinnacle West Capital,Utilities,74.34,16.06,0.030875709,3.6988,0.292136606,3.95,0.089589476,92.48,73.81,8397609889.00,1614399000.00,0.020336067,2.9931,0.148952688,1.65,0.001175733,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW
PXD,Pioneer Natural Resources,Energy,169.16,118.29,0.227415169,0.1816,0.014343032,-3.39,-0.076888183,199.83,125.46,29983119693.00,1717000000.00,0.021628499,6.789,0.337857004,2.76,0.00196668,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD
PNC,PNC Financial Services,Financials,149.38,17.55,0.033740267,1.9355,0.152868606,10.4,0.235881152,160.07,115.25,73315000000.00,0.00,0,4.0465,0.201375514,1.53,0.001090225,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC
RL,Polo Ralph Lauren Corp.,Consumer Discretionary,101.32,17.74,0.034105546,1.857,0.146668562,-1.19,-0.026990247,119.33,66.06,8753430477.00,506100000.00,0.00637518,1.3949,0.069417696,2.44,0.00173866,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL
PPG,PPG Industries,Materials,110.3,18.73,0.036008844,1.5771,0.124561653,6.31,0.143116353,122.0697,99.57,29043337549.00,2585000000.00,0.032562417,1.9551,0.097296248,4.83,0.003441691,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG
PPL,PPL Corp.,Utilities,29.52,12.83,0.024665962,5.2197,0.412259501,2.79,0.063279655,40.2,29.205,20839814845.00,3937000000.00,0.049593127,3.7497,0.186605157,1.95,0.001389502,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL
PX,Praxair Inc.,Materials,144.07,24.63,0.047351725,2.1999,0.173751303,4.32,0.097981402,166.95,115.53,42948664203.00,3632000000.00,0.04575114,3.8879,0.193482729,6.88,0.00490245,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PX
PCLN,Priceline.com Inc,Consumer Discretionary,"1,806.06",24.26,0.046640392,0,0,42.66,0.967566342,"2,067.99","1,589.00",91817448863.00,4803487000.00,0.060507986,9.1766,0.456676769,6.92,0.004930952,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCLN
PFG,Principal Financial Group,Financials,60.38,11.96,0.022993367,3.1915,0.252069314,4.5,0.10206396,75.585,58.9401,18457199721.00,0.00,0,1.7168,0.085437164,1.53,0.001090225,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG
PG,Procter & Gamble,Consumer Staples,80.22,20.46,0.039334807,3.3705,0.266206995,5.6,0.127012928,94.67,80.1,206318943299.00,17249000000.00,0.217280125,3.1595,0.157233643,3.85,0.002743377,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
PGR,Progressive Corp.,Financials,51.07,20.76,0.039911564,2.1062,0.166350741,2.73,0.061918802,58.25,36.84,31062780000.00,0.00,0,1.1459,0.057026122,3.25,0.002315837,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
PLD,Prologis,Real Estate,58.33,20.76,0.039911564,2.9314,0.231526238,3.06,0.069403493,67.53,48.69,31953288000.00,2969194000.00,0.037401985,14.3804,0.71564573,2.11,0.001503513,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
PRU,Prudential Financial,Financials,103.38,9.99,0.019205998,2.6986,0.213139355,9.73,0.220684963,127.14,97.88,47136080000.00,0.00,0,1.0837,0.053930717,0.93,0.000662686,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU
PEG,Public Serv. Enterprise Inc.,Utilities,46.73,16.11,0.030971835,3.6059,0.284799229,1.75,0.03969154,53.28,41.67,24138050331.00,3613000000.00,0.045511803,3.4491,0.171645691,1.88,0.001339623,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
PSA,Public Storage,Real Estate,180.49,18.21,0.035009132,4.3162,0.340899757,6.81,0.154456793,232.21,180.9254,32258539942.00,1924803000.00,0.024246127,16.1642,0.804417173,6.56,0.004674429,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA
PHM,Pulte Homes Inc.,Consumer Discretionary,28.67,12.86,0.024723637,1.2036,0.095062079,1.44,0.032660467,35.21,21.06,8792572352.00,992811000.00,0.012506122,1.0342,0.051467332,1.99,0.001418005,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM
PVH,PVH Corp.,Consumer Discretionary,142.68,20.98,0.040334519,0.1005,0.007937636,6.77,0.153549558,157.96,84.53,11478625926.00,1057500000.00,0.013320989,1.7618,0.087676605,2.14,0.00152489,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH
QRVO,Qorvo,Information Technology,76.85,19.71,0.037892916,0,0,-0.13,-0.002948514,85.24,62.68,9877885146.00,806875000.00,0.010163946,3.3891,0.168659769,1.98,0.001410879,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
QCOM,QUALCOMM Inc.,Information Technology,62.42,16.51,0.031740844,3.5055,0.276869491,1.65,0.037423452,69.28,48.92,96282828902.00,4191000000.00,0.052792684,4.2637,0.21218455,3.82,0.002722,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
PWR,Quanta Services Inc.,Industrials,33.51,17.54,0.033721042,0,0,1.28,0.029031526,40.105,30.23,5330131216.00,649404000.00,0.008180334,0.7789,0.038762236,1.43,0.001018968,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
DGX,Quest Diagnostics,Health Care,96.42,17.07,0.032817457,1.9885,0.157054624,5.5,0.12474484,112.965,90.1,13578300000.00,1453000000.00,0.018302975,1.771,0.088134446,2.82,0.002009434,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX
RRC,Range Resources Corp.,Energy,12.82,35.61,0.068461021,0.6098,0.048162891,-2.79,-0.063279655,34.09,12.7,3255587970.00,820095000.00,0.010330474,1.9624,0.097659535,0.59,0.000420414,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RRC
RJF,Raymond James Financial Inc.,Financials,86.06,16.94,0.032567529,1.0983,0.086745332,4.12,0.093445226,99.1,71.35,13216271700.00,0.00,0,1.9735,0.098211931,2.34,0.001667403,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF
RTN,Raytheon Co.,Industrials,198.74,25.78,0.049562626,1.5613,0.123313746,6.95,0.157632116,213.45,147.86,59066255840.00,3868000000.00,0.048723956,2.2938,0.114151774,5.28,0.003762345,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RTN
O,Realty Income Corporation,Real Estate,47.56,15.54,0.029875997,5.372,0.424288377,1.12,0.025402586,63.6,48.89,13784942453.00,1075568000.00,0.013548585,15.5881,0.775747351,1.92,0.001368126,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
RHT,Red Hat Inc.,Information Technology,124.65,79.9,0.153609536,0,0,1.68,0.038103878,135.77,78.48,22799923883.00,541809000.00,0.006824994,8.2021,0.408180429,15.69,0.011180151,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHT
REG,Regency Centers Corporation,Real Estate,55.58,15.27,0.029356916,3.685,0.291046662,1.43,0.032433658,72.05,56.66,9858367494.00,487636000.00,0.006142594,13.7622,0.684880787,1.51,0.001075974,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG
REGN,Regeneron,Health Care,322.62,27.93,0.053696049,0,0,7.74,0.175550011,543.5518,319.5,35950369241.00,2043160000.00,0.025737032,8.4854,0.422278955,5.89,0.00419701,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
RF,Regions Financial Corp.,Financials,17.9,17.9,0.03441315,1.8987,0.149962089,1,0.02268088,19.9,13,21500640000.00,0.00,0,3.4748,0.17292466,1.32,0.000940586,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
